Class Index,Description
3,French Finance Minister Nicolas Sarkozy on Tuesday called for a European energy policy and said France #39;s eurozone partners should join it in a plan to pass on surplus tax receipts to consumers.
4,SAP plans to expand its focus on business intelligence (BI) software over the next year.
1,"Iraqi resistance fighters are steadily rolling back the US-led occupation of their country, turning one city after another into a no-go zone for the occupation troops."
1,Britain says it disagrees with the assessment of UN Secretary-General Kofi Annan that the invasion of Iraq was illegal. Fresh controversy has erupted over the legality of the US-led invasion of Iraq last year 
1, BRUSSELS (Reuters) - Libya took another big stride out of  diplomatic isolation on Wednesday when the European Union  agreed to lift all sanctions on the North African country.
4,"NEW YORK, December 8 (newratings.com) - Sony Corp (SNE.NYS) named NVIDIA yesterday as the supplier of the graphics chips required for its upcoming Playstation 3 video game console."
4,"Nintendo Co., the world #39;s biggest maker of hand-held game machines, raised its shipment forecast for its new handheld console by 40 percent for this year on demand from the US and female gamers in Japan."
4,"The morning sky this weekend is sparkling. Wake up early to see Mercury, Venus, Saturn and more."
1,Reuters - Israeli forces Thursday blew up two\Palestinian housing blocs in a Gaza refugee camp that the army\said were used by Palestinian militants to launch attacks\against soldiers and settlers.
1,The International Agency for Atomic Energy (IAAE ) stressed that hundreds of tons of traditional explosives were missing from the Iraqi military arsenal that used to be under the rule of the toppled Iraqi President Saddam Hussein.
1,Reuters - Canadian Prime Minister Paul Martin\promised on Wednesday to help fund an African Union mission in\Sudan's troubled Darfur region but he skirted the issue of whether\what was happening there was genocide.
3,"Williams Cos. Inc. (WMB.N: Quote, Profile, Research) has scrapped efforts to sell its power business as the depressed wholesale market has damaged prospects for selling the unit, the natural gas company said on Thursday."
3,"Clear Channel Radio, the largest US radio station chain, has selected Rupert Murdoch #39;s Fox News Radio as the main news supplier for about 100 of its news/talk stations, the companies said on Monday."
3,"SOUTH SAN FRANCISCO, Calif. -- Biotechnology company Genentech Inc. received a subpoena from the US Attorney #39;s Office for the Eastern District of Pennsylvania requesting documents related to the promotion"
4,PC World - Chips have become so tiny that atomic-level defects cause serious problems.
2,AP - The fan who retrieved Barry Bonds' 700th home run attended the same private Catholic high school as the slugger  #151; Serra High in nearby San Mateo.
4,"""Jam Packs"" expand features and portability for musicians mixing music on their Macs."
3,"Pension rules need to be changed to help women avoid poverty in old age as a mix of low pay and time out for childcare is limiting their retirement savings, the TUC says."
1,"Prime Minister Ariel Sharon struck a deal with the opposition Labor Party tonight to join his Likud government, which is likely to insure that Mr."
3,PeopleSoft said Thursday that it would begin meeting with investors to lobby for their rejection of Oracle #39;s hostile \$8.8 billion acquisition offer.
1,"AP - President Bush has decided to lift sanctions against Libya, which he expects to trigger release of more than  #36;1 billion to families of Pan Am 103 victims, a senior administration official said Sunday."
2,"HOUSTON (Ticker) -- For the second time in a week, Brandon Backe dominated the Cincinnati Reds . Backe threw seven strong innings to propel the Houston Astros to their 10th consecutive win, an 11-5 victory over the Reds."
3,Medarex (Nasdaq: MEDX) is best known for being a leader in antibody technology with its capabilities for generating human antibodies in mice.
1,"AP - Zimbabwe's main opposition Movement for Democratic Change said Wednesday that it would boycott future elections until the government reforms election laws, ends what the movement calls state-sponsored political violence and repeals what it terms repressive media and security laws."
3,"On Wednesday, the company #39;s shares (NYSE: DWA) were priced at \$28, according to media reports. That was above the \$23 to \$25 range predicted."
4,"TOKYO - Toshiba Corp. and NEC Corp. said they are backing the HD DVD format over the rival Blu-ray Disc scheme, announcing plans here on Wednesday (Oct. 20) to launch new notebook computers in 2005 with HD DVD drives."
3,"Two major state-run Chinese banks on Wednesday announced plans to roll out American credit cards, including the country's first dual-currency American Express Card."
1,"President Hugo Chavez is riding high after his overwhelming victory in a recall vote this week, but analysts say his triumph may have limited impact on the deep economic and political problems threatening this major oil-producing country."
4,A conference dedicated to online journalism explores the effect blogs have on news reporting. Some say they draw attention to under-reported stories. Others struggle to establish the credibility enjoyed by professionals.
4,"Stranglehold copyright could be going the way of the dinosaur, it seems, with both the big names and independent organisations moving towards a more open copyright structure."
4,"Glitches are nothing new to Microsoft, but could delays and confusion surrounding Longhorn be detrimental to the software giant?"
2,AP - The Vancouver Canucks re-signed twins Daniel and Henrik Sedin and goaltender Alex Auld on Friday.
1,Police investigating last Thursday #39;s deadly bombing outside the Australian embassy in Jakarta yesterday said they had found the chassis number of the van used to deliver the bomb.
3,"Shares of Nastech Pharmaceutical Co. Inc. (NSTK.O: Quote, Profile, Research) jumped 23 percent before the bell on Monday after the company said it tied up with Merck  amp; Co."
3,"NEW YORK - Like a boxer shedding pounds to get to his fighting weight, Motorola is trimming down to take on the mobile phone market, shedding jobs and spinning off divisions."
1,"AFP - In once uniform Sweden, a book being hailed as the ultimate generational novel serves as a reminder that you no longer need to be a blond, blue-eyed, beer-guzzling giant, or even speak the language correctly, to be considered truly Swedish."
1,"AP - A bomb threat that mentioned Iraq forced a New York-bound Greek airliner to make an emergency landing Sunday at London's Stansted Airport escorted by military jets, authorities said."
2,What more does a player like Retief Goosen need to do to be taken seriously? By Jim Gorant. Goosen has quietly moved up to fourth in the World Ranking.
